address,lat,lon
Willem de Zwijgerlaan 146-2,52.3745199,4.8634822
Van Oldenbarneveldtstraat 80-1,52.3745206,4.8739231
Bloemgracht 130-H,52.3745351,4.8792533
Geuzenkade 78-1,52.3745497,4.8641278
Rie Mastenbroekstraat 47,52.3745938,4.9650747
Jan van Galenstraat 111-D,52.3746369,4.8594862
Mary van der Sluisstraat 412,52.3746729,4.9636497
Mercatorstraat 147-2,52.3747232,4.8487061
't Hol 14,52.3747345,4.8924973
Bloemgracht 41-B,52.3747427,4.8816742
Veemkade 1186,52.3747476,4.9339383
Bloemgracht 41-A,52.3747517,4.8816595
Nieuwe Leliestraat 168-H,52.3748126,4.878439
Nieuwe Leliestraat 131-3,52.3748482,4.8795018
Hugo de Grootplein 10-1,52.3748592,4.8732289
Nieuwe Leliestraat 131-2,52.3748607,4.8794811
Nieuwe Leliestraat 131-H,52.3749038,4.879455
Nieuwe Leliestraat 131-1,52.374904,4.8794549
Mary van der Sluisstraat 454,52.374908,4.9637643
Mercatorstraat 155-3,52.3749293,4.8485859
Marnixstraat 275-3V,52.3749475,4.8770469
Tweede Hugo de Grootstraat 42-2,52.3749531,4.8720385
Warmoesstraat 73-3,52.3749645,4.8977073
Sint Nicolaasstraat 34,52.37497,4.8929205
Joos Banckersweg 4-3,52.3749973,4.857632
Nassaukade 109-3,52.3750117,4.8752095
Bloemgracht 66-C,52.3750299,4.8814799
Geuzenkade 91-2,52.3750516,4.8637694
Erasmusgracht 23-1,52.375056,4.8467932
Van Oldenbarneveldtstraat 67-2,52.3750896,4.8746068
Jan van Galenstraat 82-2,52.3751294,4.8610518
Nieuwe Leliestraat 97,52.3751328,4.8804069
Marnixstraat 265-3V,52.3751638,4.8771912
Oostelijke Handelskade 929,52.3751885,4.9317165
Kea Boumanstraat 38-D,52.3752238,4.9663983
Nieuwe Leliestraat 131-4,52.3752472,4.8806192
Kea Boumanstraat 38-A,52.3752532,4.9664329
Nieuwe Nieuwstraat 33,52.3752755,4.8929171
Tweede Hugo de Grootstraat 66-3,52.3752892,4.8708006
Van Oldenbarneveldtstraat 52-M,52.3753032,4.8740755
Bloemgracht 16-A,52.3753046,4.8827546
Bestevâerstraat 77-H,52.3753276,4.8592867
Nassaukade 103-H,52.3753361,4.8754256
Wim van Estlaan 39,52.3753472,4.8372658
Van Oldenbarneveldtstraat 50-V,52.375364,4.8735755
Marcantilaan 31,52.3753685,4.8685526
Warmoesstraat 10-5,52.3753732,4.8982038
Marcantilaan 26,52.375377,4.8683464
Willem Augustinstraat 144,52.3753887,4.8390839
Willem Augustinstraat 314,52.3753918,4.8373375
Bloys van Treslongstraat 59-3,52.3754015,4.8597121
Admiraal De Ruijterweg 181-3,52.3754218,4.8581255
Admiraal De Ruijterweg 181-2,52.3754218,4.8581257
Warmoesstraat 54-H,52.3754225,4.8979966
Geldersekade 25-A,52.3754677,4.9024311
Frederik Hendrikstraat 112-2,52.3755234,4.8730154
Joos Banckersweg 12-3,52.3755268,4.8574642
Kea Boumanstraat 22-A,52.3755393,4.9659161
Frederik Hendrikstraat 110-3,52.3755686,4.8730588
Bestevâerstraat 80-3,52.3755897,4.85949
Bloys van Treslongstraat 21-H,52.3755978,4.8613842
Joos Banckersweg 13-1,52.3755985,4.8574482
Nieuwe Leliestraat 48-B,52.3756253,4.8820461
Eerste Hugo de Grootstraat 1-2,52.3756411,4.8753492
Spuistraat 76-D,52.3756837,4.8916643
Bos en Lommerplantsoen 97-M,52.3757073,4.8442361
Bloys van Treslongstraat 48-H,52.3757191,4.8601636
Geldersekade 11-2,52.3757196,4.9025313
Bos en Lommerplantsoen 93-M,52.3757391,4.8442333
Bos en Lommerplantsoen 89-M,52.3757479,4.8442235
Egelantiersgracht 510,52.3757493,4.8795626
Herengracht 127-A,52.3757546,4.8892698
Warmoesstraat 34-B,52.3757666,4.898639
Bos en Lommerplantsoen 73-P,52.3757914,4.8441928
Egelantiersgracht 81-1,52.375811,4.881383
Nieuwe Leliestraat 28-1,52.3758177,4.8829396
Oosterdokskade 129,52.3758757,4.9075851
Eerste Hugo de Grootstraat 8-2,52.3758758,4.8754935
Bos en Lommerplantsoen 97-C,52.3758883,4.8443872
Bloys van Treslongstraat 22-2,52.3758957,4.8616005
Leliegracht 58-D,52.3758986,4.8849657
Bos en Lommerplantsoen 105-C,52.3759008,4.8443762
Groenhoedenveem 37,52.3759328,4.9266126
Frederik Hendrikstraat 96-4,52.3759361,4.8732038
Marnixstraat 241-H,52.3759507,4.8776715
Herengracht 116-C,52.3759583,4.8885479
Frederik Hendrikstraat 94-1,52.375965,4.8733189
Egelantiersstraat 143-A,52.3759783,4.8793659
Nieuwe Leliestraat 8-H,52.375983,4.8836718
Warmoesstraat 18-C,52.3759924,4.8989008
Spuistraat 214-2,52.3760008,4.8922852
Warmoesstraat 16-J,52.3760017,4.8989742
Herengracht 114-HV,52.3760126,4.8886451
Nieuwezijds Voorburgwal 45,52.3760428,4.8937163
Singel 200-B,52.376046386666665,4.887690793333333
Singel 136-C,52.376046386666665,4.887690793333333
Singel 204-C,52.376046386666665,4.887690793333333
Singel 190-1,52.376046386666665,4.887690793333333
Singel 188-1,52.376046386666665,4.887690793333333
Willem Frederik Hermansstraat 63,52.3760487,4.9077096
Willem Frederik Hermansstraat 79,52.3760738,4.9076918
Joos Banckersweg 20-4,52.3760742,4.8572963
Keizersgracht 131-D,52.3760872,4.8871513
Keizersgracht 131-E,52.3760872,4.887166
Oudezijds Kolk 5-C,52.3760925,4.901426
Bos en Lommerplantsoen 99-N,52.3760934,4.844462
Jan Haringstraat 9-H,52.3760995,4.8609664
Prinsengracht 126-HA,52.3761012,4.8839629
Derde Egelantiersdwarsstraat 11-3,52.3761125,4.8804553
Nieuwezijds Kolk 7-A,52.3761194,4.8948462
Coppelstockstraat 43-H,52.3761313,4.8601002
Egelantiersgracht 33-B,52.3761416,4.8830387
Keizersgracht 129-A,52.3761591,4.8871505
Jan Haringstraat 12-4,52.37617,4.8614195
Willem de Zwijgerlaan 187-1,52.3761868,4.8624049
Joos Banckersweg 22-2,52.3761909,4.8572651
Marnixstraat 233-1R,52.3762183,4.8778394
Singel 99-A,52.37622343333334,4.892519666666667
Singel 109-F,52.37622343333334,4.892519666666667
Singel 99-B,52.37622343333334,4.892519666666667
Willem Frederik Hermansstraat 145,52.3762831,4.907592
Jan Haringstraat 16-4,52.3763017,4.8613884
Hoofdweg 526,52.3763621,4.8474088
Coppelstockstraat 46-H,52.3763645,4.8598323
Bogortuin 215,52.3763759,4.9366974
Frederik Hendrikstraat 82,52.3763914,4.8736018
Herengracht 102-M,52.3763999,4.8888513
Nieuwezijds Voorburgwal 56-D,52.3764371,4.8934329
Egelantiersgracht 58,52.3764459,4.8827269
Veembroederhof 128,52.3764504,4.9234062
Bos en Lommerplantsoen 39-B,52.3764849,4.8445271
Bos en Lommerplantsoen 35-B,52.3764874,4.8445324
Jasper Leijnsenstraat 25-1,52.3764885,4.8615349
Jasper Leijnsenstraat 21-2,52.3764981,4.8616962
Tweede Egelantiersdwarsstraat 18-B,52.3765154,4.8821532
Jasper Leijnsenstraat 7-2,52.3765277,4.8622542
Jasper Leijnsenstraat 5-3,52.3765277,4.8623132
Lanseloetstraat 9-3,52.3765351,4.8498881
Sint Jacobsstraat 21-B,52.376541,4.89468
Bos en Lommerplantsoen 27-D,52.3765423,4.8445438
Bos en Lommerplantsoen 11-D,52.3765429,4.8445317
Oude Nieuwstraat 13-H,52.3765495,4.8924618
Nieuwe Tuinstraat 2-3,52.3765672,4.8773949
Jan Haringstraat 15-H,52.3765751,4.8607992
Bos en Lommerplantsoen 33-E,52.3765993,4.8443805
Egelantiersgracht 28-2,52.3766024,4.8835474
Egelantiersstraat 126-3,52.3766406,4.8819908
Blauwburgwal 4-1,52.3766423,4.8909193
Herengracht 92-HA,52.3766625,4.8892441
Herengracht 92-OA,52.3766626,4.8892438
Veembroederhof 59,52.3766815,4.9227584
Prins Hendrikkade 80-E,52.3766857,4.9013898
KNSM-laan 34,52.3766952,4.9380868
Egelantiersstraat 122-B,52.3767047,4.8822981
Veemkade 312,52.3767637,4.9231239
Elckerlijcstraat 28-3,52.37677,4.8481238
Veemkade 246,52.3767811,4.9230065
Frederik Hendrikstraat 35-C,52.3768055,4.874411
Gillis van Ledenberchstraat 42-H,52.3768318,4.872104
Visseringstraat 87,52.3768661,4.8700506
Bestevâerstraat 133-3,52.3768811,4.858813
Willem de Zwijgerlaan 205,52.3768888,4.8626169
Willem de Zwijgerlaan 207-2,52.376907,4.8626606
Hoofdweg 793,52.3769135,4.8461391
Marieken van Nimwegenstraat 14-2,52.3769475,4.8496046
Keizersgracht 120-E,52.3769667,4.8868477
Hoofdweg 594,52.3770434,4.8470186
Lanseloetstraat 24-1,52.377057,4.8500144
Spuistraat 3-F7,52.3771015,4.8943686
Venetiëhof 123,52.3771106,4.9480422
Tweede Tuindwarsstraat 10-C,52.3771425,4.8816763
Herengracht 72-3A,52.3771857,4.8897082
Lijnbaansgracht 66-2,52.3772031,4.8790908
Tweede Tuindwarsstraat 9-1,52.3772243,4.8818956
Van Oldenbarneveldtplein 59,52.3772428,4.8759179
Griseldestraat 40-2,52.3773303,4.8488364
Buskenblaserstraat 34-3,52.3773356,4.8480141
Blancefloorstraat 6-H,52.3773436,4.8557391
Venetiëhof 25,52.377386,4.9471876
Koggestraat 5-H,52.3773972,4.8932909
Buskenblaserstraat 42-3,52.3773997,4.8482924
Venetiëhof 19,52.377404,4.9471875
Griseldestraat 47,52.3774089,4.8483506
Elckerlijcstraat 155,52.3774135,4.8473813
KNSM-laan 389,52.3774187,4.9415039
Hoofdweg 668,52.3774199,4.8468084
KNSM-laan 653,52.3774619,4.9434422
Keizersgracht 96-B,52.3774906,4.8874584
KNSM-laan 775,52.3775029,4.944778
Lanseloetstraat 41-1,52.3775035,4.8493775
Esmoreitstraat 27-3,52.3775036,4.8514038
Admiraal De Ruijterweg 226-C,52.3775068,4.8579269
Slauerhoffstraat 4-2,52.3775095,4.8235888
Bogortuin 74,52.3775135,4.9332204
Hoofdweg 688,52.3775185,4.8467485
KNSM-laan 765,52.3775297,4.9447483
Bos en Lommerplein 145,52.3775493,4.8457784
Bos en Lommerplein 81,52.37755,4.8457788
KNSM-laan 737,52.3775565,4.944704
Frederik Hendrikstraat 28-3,52.3775875,4.8743572
Koggestraat 4,52.3775886,4.8936844
Anjeliersstraat 91-G,52.3775892,4.8831692
Eerste Tuindwarsstraat 8-H,52.3776002,4.8836388
Esmoreitstraat 31-3,52.3776023,4.8513585
Hoofdweg 706,52.3776081,4.8467033
Eerste Tuindwarsstraat 11,52.3776188,4.8837856
Keizersgracht 90-H,52.3776801,4.887603
Frederik Hendrikstraat 22-1,52.3777406,4.8744732
Anjeliersstraat 55,52.3777836,4.8845135
Tuinstraat 4-C,52.377806,4.8855163
Admiraal De Ruijterweg 237-2,52.3778449,4.8573184
Frederik Hendrikplantsoen 1-H,52.3778849,4.876821
Westerstraat 264-3,52.3778987,4.8797878
Eerste Anjeliersdwarsstraat 33,52.3779236,4.8836059
Keizersgracht 74-A,52.3779507,4.8878793
Keizersgracht 74-K,52.3779868,4.8879083
Gillis van Ledenberchstraat 1-H,52.3780042,4.8732217
Anjeliersstraat 31-A,52.3780551,4.8849409
Bestevâerstraat 158-2,52.378076,4.8587553
Frederik Hendrikstraat 12-4,52.3781145,4.8747023
Zaagmolenstraat 14-H,52.3781417,4.8736318
Willem de Zwijgerlaan 231-C,52.3781867,4.8621798
Herengracht 47-1,52.3781995,4.8914746
Bos en Lommerweg 323-4,52.3782005,4.848546
Lijnbaansgracht 58-A3,52.3782128,4.8797846
Egidiusstraat 10-3,52.3782185,4.852468
Westerstraat 180-B,52.3782665,4.8818103
Roomolenstraat 4-H,52.3783204,4.8924134
Prinsengracht 151-E,52.3783241,4.8869205
Bruins Slotstraat 13,52.378339,4.7911064
Donker Curtiusstraat 18-3,52.3783545,4.8709851
Prinsengracht 151-D,52.3783602,4.8869348
Theophilusstraat 1-1,52.3783841,4.8533174
Theophilusstraat 1-2,52.3783841,4.8533176
Tijl Uilenspiegelstraat 5-2,52.3784565,4.8514369
Rombout Hogerbeetsstraat 4-1,52.3784668,4.8740389
Singel 36-B,52.37847928333333,4.889079344444444
Singel 80-B,52.37847928333333,4.889079344444444
Singel 106-G,52.37847928333333,4.889079344444444
Singel 72-E,52.37847928333333,4.889079344444444
Singel 92-A,52.37847928333333,4.889079344444444
Bestevâerstraat 174-2,52.3784886,4.8585887
Lambertus Zijlplein 35,52.3785072,4.8013994
Cornelis van Rijplantsoen 25,52.3785151,4.825294
Dirk Bonsstraat 8-1,52.3786236,4.8349859
Jan van Duivenvoordestraat 10-2,52.3786248,4.8033366
Bestevâerstraat 180-2,52.3786322,4.858484
Frederik Hendrikplantsoen 102-2,52.3786416,4.8750356
Akbarstraat 8-A,52.3786814,4.8416234
Gietersstraat 9-B,52.3787104,4.8805716
Westerstraat 72-3,52.3787446,4.884364
Eerste Kostverlorenkade 14-1,52.37876,4.8732572
Trouringhstraat 10-2,52.3787649,4.8480405
Tjerk Hiddes de Vriesstraat 9-3,52.3787755,4.86048
Merlijnstraat 3-3,52.3787766,4.8546496
Keizersgracht 31-2V,52.3788115,4.889559
Keizersgracht 31-1A,52.3788116,4.8895586
Granidastraat 4-3,52.3788142,4.8490536
Tweede Boomdwarsstraat 6-D,52.3788284,4.8829195
Reinaert de Vosstraat 3-1,52.3788474,4.856396
Keizersgracht 34-C,52.3788527,4.8886329
Kostverlorenstraat 18-4,52.3789163,4.8739309
Keizersgracht 26-D,52.3789251,4.8887642
Karthuizersstraat 14-C,52.3789395,4.881553
Boomstraat 65-A,52.3789763,4.8838583
Theophilusstraat 13-3,52.3790204,4.8529577
Keizersgracht 24-C,52.3790235,4.8886603
Spaanse Brabanderstraat 14,52.3790498,4.8494473
Bos en Lommerweg 362,52.3790715,4.83852
Baetostraat 9-1,52.3790719,4.8484038
Marnixkade 70-1A,52.3790992,4.878981
Gloriantstraat 15-3,52.3791039,4.8534265
Bestevâerstraat 200,52.3791247,4.8581257
Baetostraat 10-1,52.3791257,4.8483738
Bestevâerstraat 202-1,52.3791424,4.8580668
Gloriantstraat 16-2,52.3791484,4.8533966
Bestevâerstraat 209-H,52.379159,4.8577135
Bestevâerstraat 211-1,52.3791947,4.8576843
Brouwersgracht 30-2,52.3792039,4.8930791
Eerste Kostverlorenkade 9-2,52.379211,4.873634
Lex Althoffstraat 15-H,52.3792113,4.8299269
Luzacstraat 1-4,52.3792305,4.8699477
Keizersgracht 18-C,52.379246,4.8890162
Keizersgracht 18-D,52.3792485,4.8890063
Twee Koningskinderenstraat 12-H,52.3792724,4.8549376
Baetostraat 13-1,52.3792961,4.8482836
Baetostraat 13-2,52.3792961,4.8482838
Admiraal De Ruijterweg 281-2,52.3792963,4.8563025
Keizersgracht 12-E,52.3793402,4.8891561
Baetostraat 14-3,52.379341,4.8482541
Trouringhstraat 32-H,52.3793472,4.8477255
Admiraal De Ruijterweg 274-4,52.379389,4.856745
Van Hallstraat 705,52.3794236,4.8721988
Karthuizersplantsoen 9,52.3794254,4.8816943
Lex Althoffstraat 5-H,52.3794627,4.8300264
Jan de Jonghkade 18,52.379486,4.823446
Merlijnstraat 15-2,52.3794938,4.8542589
Merlijnstraat 16-1,52.3795477,4.8542434
Lindenstraat 17-2,52.3796203,4.885305
Amaliastraat 22-3,52.3796354,4.8740257
Haarlemmerstraat 18-A,52.3796376,4.8936469
Baetostraat 20-H,52.3796638,4.8480888
Freek Oxstraat 3-2,52.3796742,4.8289954
Jan de Louterstraat 18,52.3796948,4.8201241
Brouwersgracht 67-H,52.3797182,4.8893132
Egidiusstraat 109-H,52.3797943,4.8511997
Leeuwendalersweg 93,52.3799038,4.8397186
Admiraal De Ruijterweg 303-1,52.3799221,4.8555607
Droogbak 8-1,52.3799256,4.8937318
Binnen Brouwersstraat 27,52.3799755,4.8906323
Jan van Duivenvoordestraat 201,52.3799779,4.8025549
Droogbak 8-3,52.3799837,4.8950149
Anna van Burenstraat 17-1,52.380024,4.8602446
Egidiusstraat 62-1,52.3800565,4.8514761
Kerdijkhof 188,52.3800782,4.8010396
Noorderkerkstraat 8-E,52.3800808,4.8857551
Lindengracht 85-B,52.3800864,4.8849884
Noorderkerkstraat 3-1,52.3801701,4.8860281
Fagelstraat 57-3,52.3801746,4.8762224
Lodewijk Tripstraat 17-1,52.3801846,4.8763837
De Kempenaerstraat 36-1,52.3802004,4.8696862
Buiten Wieringerstraat 3-E,52.3802105,4.8930824
Van Bossestraat 68-H,52.3802151,4.8688924
Van der Palmkade 131,52.3802259,4.8727537
Marnixkade 51-3,52.3802437,4.8797026
Fagelstraat 78-2,52.3802537,4.8756926
Haarlemmerstraat 79-C,52.380296,4.8914828
Haarlemmerstraat 79-B,52.3803115,4.891495
Charlotte de Bourbonstraat 27-1,52.3803404,4.85864
Hertspieghelweg 16-3,52.3803927,4.8522656
Bos en Lommerweg 185-H,52.3803935,4.8545128
Tweede Keucheniusstraat 15-2,52.380421,4.8687733
Adolphine Eduardine Kokplantsoen 79,52.3804521,4.8168539
Adolphine Eduardine Kokplantsoen 76,52.380479,4.8168389
Albardagracht 100,52.3805259,4.8025036
Goudsbloemstraat 107-D,52.3805668,4.8837962
Adolphine Eduardine Kokplantsoen 64,52.3805777,4.8168082
Fagelstraat 38-1,52.3805852,4.8775834
Willem Kraanstraat 52,52.3806209,4.8239603
Marnixstraat 54-1L,52.3806235,4.8803028
Goudsbloemstraat 104-B,52.3806359,4.8831345
Tweede Keucheniusstraat 16-3,52.3806456,4.8686673
Lodewijk Tripstraat 24-3,52.3806706,4.8765547
Lucellestraat 13-1,52.3806826,4.8488102
Van Bossestraat 60-1,52.3806905,4.8687258
Granidastraat 60-2,52.3807249,4.8482518
Louise de Colignystraat 36-H,52.3808478,4.8574147
Pieter van der Werfstraat 75,52.3808739,4.8030453
Bestevâerstraat 281,52.3809193,4.8554459
Willem de Zwijgerlaan 334-B7,52.3809202,4.8613263
Van Bossestraat 39-2,52.3809252,4.8689436
Charlotte de Bourbonstraat 1-3,52.3809283,4.8595434
Eerste Keucheniusstraat 47-H,52.3809364,4.8716313
Bos en Lommerweg 165-C,52.3809367,4.855402
Marnixstraat 48-1R,52.3809572,4.8805163
Willem de Zwijgerlaan 334-F11,52.3809753,4.861092
Juliana van Stolbergstraat 56-2,52.3809767,4.8562088
Goudsbloemstraat 32-1,52.3809792,4.8856568
Granidastraat 70-3,52.3810128,4.8482337
Willem de Zwijgerlaan 334-D12,52.3810259,4.8610594
Willem de Zwijgerlaan 334-D16,52.3810282,4.8610795
Lucellestraat 27-3,52.3810778,4.8488198
Bos en Lommerweg 142-3,52.3811417,4.8549141
Brouwersgracht 121-3,52.3811457,4.8867855
Juliana van Stolbergstraat 46-H,52.3811581,4.8564856
Brouwersgracht 180-D,52.3811771,4.8877991
Hertspieghelweg 50-1,52.381185,4.8525787
Hertspieghelweg 52-1,52.3812296,4.8525194
Brouwersgracht 182-K,52.3812402,4.8876821
Brouwersgracht 182-L,52.3812402,4.8876823
Haarlemmerstraat 138-B,52.3812486,4.889869
Admiraal De Ruijterweg 349-3,52.3813045,4.8532379
Rochussenstraat 11-1,52.38132,4.8688066
Sinjeur Semeynsstraat 78-1,52.3813357,4.8442345
Admiraal De Ruijterweg 351-D,52.3813402,4.8531203
Eerste Keucheniusstraat 10-1,52.3813461,4.8727278
Brouwersgracht 188-B,52.3813645,4.8874886
Juliana van Stolbergstraat 30-2,52.3814922,4.856937
Burgemeester De Vlugtlaan 325,52.3815376,4.8182792
Granidastraat 88-1,52.3815427,4.8482123
Groen van Prinstererstraat 102-1,52.3815715,4.8728868
Van Beuningenstraat 195-1,52.3816039,4.8720786
Granidastraat 92-3,52.3816681,4.8481963
Van Bossestraat 16-3,52.3816684,4.8683468
Burgemeester De Vlugtlaan 267,52.3816722,4.8182187
Palmgracht 79,52.3817475,4.8824463
Burgemeester De Vlugtlaan 221,52.3817794,4.8181734
Hertspieghelweg 78-1,52.3817825,4.8515581
Van Bossestraat 10-2,52.3817942,4.8683162
Van Bossestraat 11-3,52.3817957,4.8686252
Palmstraat 5-3,52.3818041,4.8852366
Van Hanxleden Houwertstraat 69-1,52.3818461,4.8226669
J.M. den Uylstraat 76,52.381911,4.7901037
Marnixstraat 79-C,52.3820406,4.8816498
Brouwersgracht 169-2,52.3820554,4.8851304
Van Beuningenstraat 144-3,52.3820783,4.8736443
Kijkduinstraat 47-1,52.3820875,4.853405
Marnixstraat 77-D,52.3820944,4.8816351
Admiraal De Ruijterweg 379-H,52.3821072,4.8518768
Pieter van der Werfstraat 169,52.3821544,4.8028795
Van Boetzelaerstraat 90-3,52.3822479,4.8713514
Willem de Zwijgerlaan 359-2,52.3822552,4.8567665
Van Boetzelaerstraat 76-2,52.3823399,4.871835
Van Boetzelaerstraat 70-3,52.3823681,4.8720547
Waterloop 550,52.3823714,4.8687649
Marnixkade 27-2,52.3823797,4.8810584
Wiltzanghlaan 4-1,52.3824,4.8509631
Vinkenstraat 73-B,52.3824117,4.8864776
Wiltzanghlaan 4-4A,52.382417,4.8509224
Vinkenstraat 75-D,52.3824474,4.8864187
IJplein 270,52.3825149,4.9115045
IJplein 294,52.3825153,4.9115021
Binnendraaierij 7,52.3825224,4.9157784
Van Hogendorpstraat 195-4,52.3825717,4.8714499
Brouwersgracht 633,52.3826084,4.88414
Van Beuningenstraat 133-H,52.3826225,4.874902
Van Hogendorpstraat 183-1,52.3826819,4.8719486
Van Boetzelaerstraat 26-H,52.3827095,4.8740337
Van Hogendorpstraat 158-1,52.382742,4.8713016
Brouwersgracht 655,52.3827424,4.8839184
Sara Burgerhartstraat 30-3,52.3827529,4.849431
Brouwersgracht 268-C,52.3827985,4.8849356
Van Hogendorpstraat 146-3,52.3828341,4.8717706
Sara Burgerhartstraat 38-2,52.3829039,4.8490622
Sara Burgerhartstraat 40-3,52.3829571,4.8489592
Marnixkade 14-4,52.3830157,4.8814503
Marnixkade 14-H,52.3830192,4.8814336
Marnixkade 14-3,52.3830193,4.8814334
Sara Burgerhartstraat 46-2,52.383064,4.8487077
Admiraal De Ruijterweg 423-2,52.3830775,4.8497798
Van Hogendorpstraat 112-H,52.3831295,4.8734267
Van Hogendorpstraat 108-2,52.3831385,4.8735735
Kijkduinstraat 97-H,52.3831705,4.8524073
Van Gentstraat 12-2,52.3831746,4.8513358
Van Gentstraat 14-2,52.3832287,4.8513939
Admiraal De Ruijterweg 439-2,52.3832289,4.8494253
Waterkersweg 258,52.383275,4.869856
Brouwersgracht 284-C,52.3832913,4.8840737
Eerste Nassaustraat 20-3,52.3832989,4.8794766
Suze Groenewegplantsoen 71,52.3834287,4.80978
Sara Burgerhartstraat 66-1,52.3834372,4.8477926
Suze Groenewegplantsoen 43,52.3834669,4.8102496
Suze Groenewegplantsoen 33,52.383476,4.8102788
Admiraal De Ruijterweg 420-4,52.383527,4.8495646
Groen van Prinstererstraat 33-2,52.3836088,4.8722171
Eerste Nassaustraat 25-1,52.383645,4.8785029
Antony Moddermanstraat 74,52.3836828,4.8176932
Antony Moddermanstraat 118,52.3836831,4.8177665
Willem Molengraaffstraat 12-3,52.3839281,4.8145623
Kijkduinstraat 115-2,52.3839972,4.8523684
Johannes Meewisstraat 42-H,52.3840178,4.8354039
Van der Hoopstraat 121-H,52.3840328,4.8706259
Van Gentstraat 36-1,52.3840394,4.8517658
Harry Koningsbergerstraat 146,52.384057,4.8379597
Solebaystraat 78-2,52.3841242,4.8546439
Haarlemmerplein 21-2,52.384223,4.8834168
Gibraltarstraat 74-2,52.384264,4.8497214
Johannes Meewisstraat 50-3,52.3842786,4.8353859
Van der Hoopstraat 49-F,52.384292,4.8738957
Doggersbankstraat 9-H,52.3843032,4.8504842
Nieuwpoortstraat 94-C11,52.3843068,4.8571024
Gibraltarstraat 76-2,52.3843083,4.8496183
Nieuwpoortstraat 94-C14,52.3843086,4.8569494
Nieuwpoortstraat 94-C5,52.3843156,4.8573793
Van der Hoopstraat 37-1,52.3843544,4.8741911
Van Hallstraat 33-2,52.3843548,4.8701667
Van Hallstraat 33-H,52.3843549,4.8701671
Winthontstraat 54,52.3844063,4.8926977
IJdok 101,52.3844344,4.8948992
Van Beuningenstraat 65,52.3844601,4.877862
Van der Hoopstraat 88-2,52.3844713,4.8721481
Grote Bickersstraat 27,52.3844895,4.8889954
Haarlemmerweg 513-3,52.3844944,4.8550649
Van Gentstraat 53-2,52.3845232,4.8514366
Gibraltarstraat 86-2,52.3845589,4.8493949
Doggersbankstraat 19-3,52.3845818,4.8504663
IJdok 73,52.3846193,4.8946783
De Wittenkade 23-2A,52.3846848,4.8800042
Van Beuningenstraat 28-C,52.3846932,4.8777418
Westerdok 362,52.3847255,4.8917101
Van Hallstraat 19-1,52.3847855,4.8699852
Nachtegaalstraat 79,52.3847865,4.9131987
Joan Melchior Kemperstraat 81-H,52.3848122,4.8721294
Haarlemmerplein 18-A,52.3848526,4.8844166
Haarlemmerweg 485-K,52.3848749,4.8577048
Prinseneiland 271,52.3848943,4.8869639
Prinseneiland 109-C,52.3849032,4.8868904
Joan Melchior Kemperstraat 108-3,52.3849745,4.8720246
Joan Melchior Kemperstraat 80-1,52.3849871,4.87295
Joan Melchior Kemperstraat 68-3,52.3850085,4.8736842
Joan Melchior Kemperstraat 56,52.3850283,4.8741686
Westerdok 518,52.3850321,4.8919419
Meeuwenlaan 149-A,52.3850634,4.9172644
Westerdok 462,52.385122,4.8919554
Haarlemmerweg 241,52.3851298,4.8685711
Haarlemmerweg 225-A,52.3851305,4.8687327
Groen van Prinstererstraat 2-2,52.385169,4.871376
Badhuiskade 111,52.3852447,4.9058315
Van Beuningenstraat 1-C,52.3852655,4.8791311
Badhuiskade 117,52.385271,4.9058198
Haarlemmerweg 135-C,52.3852757,4.873167
Haarlemmerweg 189-3,52.3852835,4.8709194
Nachtegaalstraat 121,52.3852842,4.9140306
Haarlemmerweg 169-2,52.3852968,4.8718741
Badhuiskade 283,52.3853076,4.9055255
Haarlemmerweg 155-3,52.385308,4.8724026
Haarlemmerweg 127-2,52.385331,4.8735482
Haarlemmerweg 133-H,52.3853344,4.8734388
Grote Bickersstraat 67-1,52.3853437,4.8890887
Prinseneiland 545,52.3853457,4.8874435
Prinseneiland 50-4,52.3854193,4.8878105
Bickerswerf 33,52.3854278,4.8899103
Sperwerlaan 19-2,52.3854378,4.9142344
Galgenstraat 9,52.3855162,4.8873681
Westerdoksdijk 433,52.3855485,4.8929052
Céramiquelaan 29,52.3856473,4.9015204
Céramiquelaan 39,52.3856616,4.9015935
Sloterdijkstraat 10-H,52.3857917,4.8845005
Westerdoksdijk 491,52.3858714,4.8927696
Overhoeksparklaan 124,52.3859241,4.9006431
Prinseneiland 75-K,52.3859629,4.8867037
Schiemanstraat 10,52.3860855,4.8836871
Hammarbystraat 36,52.3861574,4.9012069
Sijsjesstraat 18,52.3861615,4.9176641
Hammarbystraat 20,52.386183,4.9012473
Céramiquelaan 295,52.3861901,4.9040158
The Ark (Bouwnr. 5.17),52.38619353571429,4.902855
The Ark (Bouwnr. 5.12),52.38619353571429,4.902855
The Ark (Bouwnr. 5.13),52.38619353571429,4.902855
The Ark (Bouwnr. 7.12),52.38619353571429,4.902855
The Ark (Bouwnr. 6.01),52.38619353571429,4.902855
The Ark (Bouwnr. 7.08),52.38619353571429,4.902855
The Ark (Bouwnr. 5.16),52.38619353571429,4.902855
The Ark (Bouwnr. 5.09),52.38619353571429,4.902855
The Ark (Bouwnr. 6.13),52.38619353571429,4.902855
The Ark (Bouwnr. 7.10),52.38619353571429,4.902855
The Ark (Bouwnr. 7.03),52.38619353571429,4.902855
